id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5162.146484375,5604.076171875,5722.27978515625,5954.255859375,6040.6767578125,5967.7431640625,,,,,,,,,,,,
N   2,4008.934326171875,4610.9951171875,4245.12451171875,4605.96923828125,4618.11083984375,4393.63671875,,,,,,,,,,,,
N   3,3296.59228515625,3843.798583984375,3517.16943359375,3832.013671875,3821.02734375,3609.59033203125,,,,,,,,,,,,
N   4,4575.4130859375,5066.45849609375,4964.5615234375,5239.041015625,5305.09228515625,5167.6884765625,,,,,,,,,,,,
N   5,5204.33642578125,5977.0,5358.4736328125,5881.24755859375,5966.7265625,5671.53466796875,,,,,,,,,,,,
N   6,4064.790283203125,4485.8125,4325.6083984375,4569.939453125,4644.65380859375,4570.5400390625,,,,,,,,,,,,
N   7,5065.779296875,5594.2392578125,5360.107421875,5686.51318359375,5776.63427734375,5675.2021484375,,,,,,,,,,,,
N   8,9078.0341796875,9722.7529296875,10451.7900390625,10770.2734375,10985.244140625,10699.478515625,,,,,,,,,,,,
N   9,4925.67138671875,5566.03369140625,5284.95556640625,5638.0224609375,5662.71044921875,5420.15283203125,,,,,,,,,,,,
N  10,9821.814453125,10749.529296875,10824.220703125,11351.228515625,11510.9453125,11391.66796875,,,,,,,,,,,,
N  11,5086.869140625,5542.5087890625,5567.00634765625,5815.0966796875,5895.5908203125,5822.6005859375,,,,,,,,,,,,
N  12,5226.06494140625,5643.89697265625,5861.60595703125,6058.43212890625,6162.24755859375,6071.2265625,,,,,,,,,,,,
N  13,6168.5166015625,6719.8544921875,6785.4560546875,7095.66259765625,7207.650390625,7136.0263671875,,,,,,,,,,,,
N  14,3716.55517578125,4135.35205078125,3880.99853515625,4141.04052734375,4203.08056640625,4035.494873046875,,,,,,,,,,,,
N  15,5388.224609375,5889.47998046875,5859.87744140625,6144.52490234375,6238.34912109375,6171.28076171875,,,,,,,,,,,,
N  16,5790.2099609375,6422.9638671875,6129.568359375,6499.744140625,6612.66259765625,6478.37548828125,,,,,,,,,,,,
N  17,6062.91845703125,6689.98876953125,6626.7421875,6972.02685546875,7078.86083984375,7013.61669921875,,,,,,,,,,,,
N  18,9015.1806640625,9855.17578125,9595.0048828125,10101.205078125,10256.361328125,10078.6474609375,,,,,,,,,,,,
N  19,5682.42822265625,6250.0205078125,6199.986328125,6527.447265625,6627.3828125,6551.18115234375,,,,,,,,,,,,
N  20,10572.5087890625,11480.9580078125,11932.0107421875,12359.4306640625,12535.6826171875,12330.2099609375,,,,,,,,,,,,
N  21,9107.259765625,10027.55859375,9943.1279296875,10453.14453125,10602.4296875,10447.3984375,,,,,,,,,,,,
N  22,5178.9033203125,5615.40673828125,5687.71875,5910.326171875,6003.390625,5931.1669921875,,,,,,,,,,,,
N  23,3231.490966796875,3755.0830078125,3443.567138671875,3802.955078125,3818.6796875,3647.444580078125,,,,,,,,,,,,
N  24,6299.05615234375,6861.49072265625,6958.3486328125,7238.68017578125,7360.52734375,7291.64306640625,,,,,,,,,,,,
N  25,4942.29638671875,5403.265625,5369.65673828125,5631.4970703125,5718.0087890625,5650.06103515625,,,,,,,,,,,,
N  26,8706.5390625,9490.7744140625,9464.4931640625,9901.0810546875,10043.0693359375,9926.0830078125,,,,,,,,,,,,
N  27,3412.7802734375,3665.380615234375,3814.76611328125,3940.8935546875,4006.204833984375,3945.89501953125,,,,,,,,,,,,
N  28,12263.2890625,13219.1689453125,13774.876953125,14216.103515625,14452.9677734375,14225.865234375,,,,,,,,,,,,
N  29,3931.9306640625,4485.93896484375,4493.416015625,4840.2392578125,4883.6728515625,4833.89111328125,,,,,,,,,,,,
N  30,5459.97314453125,6006.80224609375,5825.88671875,6155.5390625,6261.51123046875,6147.46240234375,,,,,,,,,,,,
N  31,7036.9140625,7646.15283203125,7745.65087890625,8087.3583984375,8211.9501953125,8110.41259765625,,,,,,,,,,,,
N  32,5516.42431640625,6028.30078125,6050.2138671875,6332.435546875,6419.390625,6349.5908203125,,,,,,,,,,,,
N  33,3881.10302734375,4297.044921875,4108.94189453125,4350.24169921875,4404.33056640625,4287.998046875,,,,,,,,,,,,
N  34,7542.193359375,8499.5625,7940.4619140625,8513.400390625,8582.978515625,8261.419921875,,,,,,,,,,,,
N  35,3296.59228515625,3843.798583984375,3517.16943359375,3832.013671875,3821.02734375,3609.59033203125,,,,,,,,,,,,
N  36,3226.9404296875,3478.13818359375,3701.254150390625,3808.70361328125,3871.981201171875,3795.534423828125,,,,,,,,,,,,
N  37,1951.5076904296875,2073.610595703125,2196.54638671875,2261.49365234375,2302.5771484375,2254.873046875,,,,,,,,,,,,
N  38,8265.7216796875,8947.841796875,9301.2578125,9621.5029296875,9773.7470703125,9623.958984375,,,,,,,,,,,,
N  39,3331.256591796875,3616.90185546875,3714.69287109375,3855.910400390625,3913.711181640625,3861.825439453125,,,,,,,,,,,,
N  40,2652.634521484375,2848.751953125,3031.5400390625,3123.4541015625,3171.709716796875,3104.393798828125,,,,,,,,,,,,
N  41,5322.1044921875,5765.146484375,5903.630859375,6129.16162109375,6229.74072265625,6143.1640625,,,,,,,,,,,,
N  42,4002.647705078125,4331.99072265625,4458.59912109375,4622.359375,4690.4951171875,4628.775390625,,,,,,,,,,,,
N  43,8180.15576171875,8826.7646484375,9325.9267578125,9634.0751953125,9779.5634765625,9599.7724609375,,,,,,,,,,,,
N  44,4703.0078125,5176.5478515625,5086.59765625,5364.41259765625,5455.15087890625,5393.3984375,,,,,,,,,,,,
N  45,5245.29150390625,5733.39111328125,5741.10009765625,6013.50537109375,6105.7509765625,6025.04345703125,,,,,,,,,,,,
N  46,5328.74951171875,5843.45654296875,5688.18115234375,5995.18994140625,6098.978515625,5999.62890625,,,,,,,,,,,,
N  47,4140.3076171875,4649.29931640625,4421.56494140625,4748.5322265625,4795.2021484375,4641.078125,,,,,,,,,,,,
N  48,4432.64697265625,4769.0,4981.1669921875,5135.82421875,5224.72314453125,5137.3583984375,,,,,,,,,,,,
N  49,6384.1572265625,6823.76025390625,7167.84912109375,7378.08056640625,7506.17724609375,7367.23095703125,,,,,,,,,,,,
N  50,5194.939453125,5738.10693359375,5618.75830078125,5925.35498046875,6017.69775390625,5864.4599609375,,,,,,,,,,,,
N  51,4760.333984375,5567.9111328125,5008.15966796875,5491.4072265625,5491.92236328125,5181.26611328125,,,,,,,,,,,,
N  52,6336.57568359375,6886.16650390625,7113.13525390625,7367.31884765625,7469.951171875,7369.6884765625,,,,,,,,,,,,
N  53,7942.12744140625,8628.2587890625,8791.1259765625,9143.923828125,9291.3681640625,9176.0322265625,,,,,,,,,,,,
N  54,6231.42626953125,6893.92626953125,6713.9375,7096.611328125,7236.52880859375,7087.22900390625,,,,,,,,,,,,
N  55,2932.68798828125,3419.3330078125,3125.30859375,3415.060302734375,3412.9365234375,3223.547119140625,,,,,,,,,,,,
N  56,5512.7822265625,6028.94482421875,6054.474609375,6315.236328125,6406.01708984375,6336.171875,,,,,,,,,,,,
N  57,3859.9375,4203.81787109375,4236.3916015625,4432.1455078125,4503.3515625,4451.62890625,,,,,,,,,,,,
N  58,4294.8779296875,4726.47802734375,4592.74560546875,4851.84765625,4937.77197265625,4855.79296875,,,,,,,,,,,,
N  59,4617.5029296875,5135.1171875,4883.1240234375,5198.73681640625,5279.970703125,5157.736328125,,,,,,,,,,,,
N  60,6313.29638671875,7178.546875,6668.5693359375,7195.00146484375,7287.11767578125,7014.0546875,,,,,,,,,,,,
N  61,7771.9833984375,8560.7353515625,8633.5859375,9059.5029296875,9184.3271484375,9076.4296875,,,,,,,,,,,,
N  62,6794.83349609375,7414.638671875,7419.65771484375,7755.08837890625,7893.73828125,7795.24169921875,,,,,,,,,,,,
N  63,5343.146484375,5815.6044921875,5836.48828125,6090.25048828125,6192.5703125,6132.919921875,,,,,,,,,,,,
N  64,2465.4814453125,2712.40478515625,2626.761962890625,2775.540283203125,2825.906982421875,2765.94140625,,,,,,,,,,,,
N  65,5038.939453125,5477.0224609375,5584.15966796875,5813.00341796875,5901.087890625,5832.76123046875,,,,,,,,,,,,
N  66,5935.90966796875,6522.09814453125,6349.65478515625,6698.833984375,6805.17333984375,6681.0048828125,,,,,,,,,,,,
N  67,4221.6083984375,4713.16943359375,4531.8486328125,4813.47216796875,4884.412109375,4776.55908203125,,,,,,,,,,,,
N  68,6260.830078125,6992.95654296875,6845.4775390625,7265.7802734375,7358.908203125,7201.08154296875,,,,,,,,,,,,
N  69,4237.126953125,4876.3544921875,4418.4814453125,4818.9697265625,4897.99267578125,4681.841796875,,,,,,,,,,,,
N  70,3594.587646484375,3958.992431640625,3834.813720703125,4055.300048828125,4122.8427734375,4052.629150390625,,,,,,,,,,,,
N  71,6844.18310546875,7510.59326171875,7490.2236328125,7860.43701171875,8008.306640625,7935.73583984375,,,,,,,,,,,,
N  72,7362.23583984375,8131.93896484375,7861.81787109375,8314.1689453125,8463.3369140625,8302.4755859375,,,,,,,,,,,,
N  73,6531.6787109375,7027.642578125,7548.68798828125,7776.64404296875,7926.60302734375,7723.07080078125,,,,,,,,,,,,
