id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5296.603515625,5568.48193359375,5383.10791015625,5740.0458984375,5985.3984375,6022.88232421875,,,,,,,,,,,,
N   2,4293.88525390625,4317.244140625,3994.232666015625,4191.24560546875,4317.21826171875,4357.404296875,,,,,,,,,,,,
N   3,3569.243896484375,3577.770751953125,3294.9150390625,3450.865966796875,3547.63623046875,3579.656005859375,,,,,,,,,,,,
N   4,4758.74365234375,4920.67919921875,4646.47900390625,4892.91796875,5053.41845703125,5113.0712890625,,,,,,,,,,,,
N   5,5487.21142578125,5532.4453125,5133.91845703125,5378.36376953125,5490.10009765625,5645.05029296875,,,,,,,,,,,,
N   6,4194.69677734375,4358.05029296875,4081.736572265625,4358.17822265625,4487.4365234375,4533.51904296875,,,,,,,,,,,,
N   7,5240.39111328125,5416.7080078125,5068.20654296875,5389.3505859375,5545.814453125,5620.255859375,,,,,,,,,,,,
N   8,9325.58203125,9891.59765625,9939.5205078125,10515.263671875,10990.462890625,11005.17578125,,,,,,,,,,,,
N   9,5213.35205078125,5325.2109375,4964.166015625,5181.291015625,5342.23095703125,5388.14794921875,,,,,,,,,,,,
N  10,10088.6591796875,10593.5595703125,10077.3037109375,10794.43359375,11227.5302734375,11351.220703125,,,,,,,,,,,,
N  11,5233.28662109375,5473.52392578125,5286.8818359375,5616.16943359375,5831.8046875,5867.5224609375,,,,,,,,,,,,
N  12,5367.27587890625,5635.7958984375,5508.47705078125,5854.75537109375,6118.556640625,6150.69189453125,,,,,,,,,,,,
N  13,6325.81982421875,6636.12158203125,6349.68994140625,6783.3603515625,7061.29736328125,7130.251953125,,,,,,,,,,,,
N  14,3900.82568359375,3924.015380859375,3719.490966796875,3874.44287109375,3949.255615234375,4016.452392578125,,,,,,,,,,,,
N  15,5531.18896484375,5795.95361328125,5511.734375,5891.61279296875,6102.62109375,6164.00830078125,,,,,,,,,,,,
N  16,5989.24951171875,6201.92041015625,5815.359375,6174.669921875,6352.38037109375,6437.48974609375,,,,,,,,,,,,
N  17,6257.2216796875,6542.3515625,6206.19384765625,6666.4287109375,6914.6650390625,7001.16357421875,,,,,,,,,,,,
N  18,9299.826171875,9630.6474609375,9109.5361328125,9650.2646484375,9935.109375,10040.60546875,,,,,,,,,,,,
N  19,5851.24365234375,6132.42822265625,5779.4052734375,6201.20361328125,6421.6669921875,6509.19775390625,,,,,,,,,,,,
N  20,10873.216796875,11485.8818359375,11262.4404296875,11995.6708984375,12514.88671875,12565.5673828125,,,,,,,,,,,,
N  21,9403.578125,9819.033203125,9266.8369140625,9910.5009765625,10262.7373046875,10379.3251953125,,,,,,,,,,,,
N  22,5330.373046875,5567.73876953125,5416.5751953125,5738.8662109375,5959.77294921875,5987.16064453125,,,,,,,,,,,,
N  23,3448.84765625,3515.246337890625,3183.120849609375,3421.150146484375,3516.7353515625,3586.06396484375,,,,,,,,,,,,
N  24,6461.32763671875,6788.28662109375,6543.30419921875,6987.4052734375,7272.81884765625,7337.46337890625,,,,,,,,,,,,
N  25,5076.626953125,5317.78369140625,5055.81884765625,5398.38818359375,5591.73779296875,5650.85302734375,,,,,,,,,,,,
N  26,8936.599609375,9326.7939453125,8930.1943359375,9503.8759765625,9842.525390625,9908.2373046875,,,,,,,,,,,,
N  27,3502.077392578125,3662.108642578125,3597.0888671875,3805.4775390625,3984.77099609375,3993.979736328125,,,,,,,,,,,,
N  28,12605.1279296875,13247.6806640625,13029.6142578125,13804.23046875,14443.53125,14502.7236328125,,,,,,,,,,,,
N  29,4122.99658203125,4311.71435546875,4004.07666015625,4409.58447265625,4610.9072265625,4705.29736328125,,,,,,,,,,,,
N  30,5638.921875,5855.29296875,5509.21337890625,5851.4990234375,6034.26611328125,6103.708984375,,,,,,,,,,,,
N  31,7236.708984375,7594.51806640625,7315.005859375,7783.4697265625,8109.50341796875,8178.4189453125,,,,,,,,,,,,
N  32,5677.4921875,5939.724609375,5726.19189453125,6098.25537109375,6318.1103515625,6371.92919921875,,,,,,,,,,,,
N  33,4042.441162109375,4122.36474609375,3897.465087890625,4093.578857421875,4190.84033203125,4232.68359375,,,,,,,,,,,,
N  34,7945.43359375,8076.38720703125,7532.9296875,7899.6484375,8121.88623046875,8199.0615234375,,,,,,,,,,,,
N  35,3569.243896484375,3577.770751953125,3294.9150390625,3450.865966796875,3547.63623046875,3579.656005859375,,,,,,,,,,,,
N  36,3319.23974609375,3506.241455078125,3489.254638671875,3694.953125,3862.81103515625,3875.2509765625,,,,,,,,,,,,
N  37,2004.8433837890625,2100.6376953125,2103.306396484375,2213.71435546875,2317.73388671875,2324.66162109375,,,,,,,,,,,,
N  38,8483.57421875,8930.7490234375,8725.3349609375,9289.29296875,9703.5126953125,9757.865234375,,,,,,,,,,,,
