id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5149.76708984375,5544.609375,5594.16357421875,5591.396484375,5593.13720703125,5930.1044921875,,,,,,,,,,,,
N   2,4211.8017578125,4412.7724609375,4244.2744140625,4269.224609375,4206.25048828125,4444.82666015625,,,,,,,,,,,,
N   3,3492.663818359375,3660.027587890625,3504.1044921875,3540.258544921875,3474.301025390625,3678.211181640625,,,,,,,,,,,,
N   4,4685.015625,4949.63525390625,4892.59521484375,4900.5380859375,4882.2890625,5149.724609375,,,,,,,,,,,,
N   5,5413.98681640625,5648.83056640625,5352.5576171875,5356.2568359375,5356.7177734375,5670.28466796875,,,,,,,,,,,,
N   6,4158.91796875,4415.638671875,4359.19091796875,4331.189453125,4300.7412109375,4548.38671875,,,,,,,,,,,,
N   7,5195.927734375,5498.9677734375,5395.02294921875,5363.69287109375,5331.734375,5643.923828125,,,,,,,,,,,,
N   8,8968.2490234375,9809.7216796875,10046.4443359375,10201.232421875,10264.28125,10881.9140625,,,,,,,,,,,,
N   9,5122.533203125,5384.99169921875,5249.57275390625,5263.77001953125,5221.5537109375,5504.01220703125,,,,,,,,,,,,
N  10,9851.619140625,10560.951171875,10585.158203125,10539.1591796875,10536.2099609375,11220.62890625,,,,,,,,,,,,
N  11,5120.96044921875,5475.28076171875,5514.55419921875,5506.86767578125,5481.90234375,5797.53564453125,,,,,,,,,,,,
N  12,5169.32666015625,5587.30126953125,5660.62451171875,5684.7431640625,5688.9189453125,6023.0908203125,,,,,,,,,,,,
N  13,6175.48681640625,6626.73486328125,6648.66259765625,6622.86767578125,6620.9560546875,7045.87109375,,,,,,,,,,,,
N  14,3841.16748046875,3989.7607421875,3863.830078125,3872.753173828125,3870.993896484375,4050.489990234375,,,,,,,,,,,,
N  15,5442.4599609375,5813.03857421875,5818.1279296875,5793.32421875,5770.0126953125,6118.751953125,,,,,,,,,,,,
N  16,5958.09375,6301.0673828125,6190.14697265625,6139.68701171875,6101.3359375,6461.12255859375,,,,,,,,,,,,
N  17,6133.92822265625,6578.3603515625,6572.5439453125,6521.72412109375,6508.43017578125,6941.6455078125,,,,,,,,,,,,
N  18,9207.6015625,9726.0751953125,9640.228515625,9593.9951171875,9546.05078125,10045.6552734375,,,,,,,,,,,,
N  19,5746.314453125,6137.51806640625,6125.48486328125,6092.380859375,6069.51611328125,6471.373046875,,,,,,,,,,,,
N  20,10489.4287109375,11405.970703125,11598.2958984375,11638.6416015625,11662.8583984375,12361.8837890625,,,,,,,,,,,,
N  21,9236.2548828125,9811.8603515625,9769.9052734375,9764.4912109375,9717.673828125,10300.921875,,,,,,,,,,,,
N  22,5203.60595703125,5557.7802734375,5614.8125,5624.236328125,5605.95849609375,5897.29248046875,,,,,,,,,,,,
N  23,3352.9091796875,3551.373046875,3422.769775390625,3438.1083984375,3391.12158203125,3588.467529296875,,,,,,,,,,,,
N  24,6288.43701171875,6766.3076171875,6816.63623046875,6797.61474609375,6789.14013671875,7206.15185546875,,,,,,,,,,,,
N  25,4997.65087890625,5332.923828125,5333.853515625,5311.04345703125,5289.32177734375,5607.9912109375,,,,,,,,,,,,
N  26,8790.837890625,9353.48046875,9373.0595703125,9360.1123046875,9312.716796875,9830.3525390625,,,,,,,,,,,,
N  27,3368.68798828125,3636.635009765625,3685.400390625,3704.396728515625,3699.598388671875,3914.530029296875,,,,,,,,,,,,
N  28,12124.4716796875,13138.1044921875,13346.5546875,13418.7607421875,13403.89453125,14196.3310546875,,,,,,,,,,,,
N  29,3953.60546875,4272.6064453125,4262.1923828125,4259.99609375,4288.58154296875,4663.98388671875,,,,,,,,,,,,
N  30,5586.35400390625,5927.455078125,5864.69140625,5824.93505859375,5784.00390625,6125.2119140625,,,,,,,,,,,,
N  31,7050.76025390625,7567.2978515625,7614.552734375,7599.4033203125,7592.705078125,8066.5048828125,,,,,,,,,,,,
N  32,5562.07470703125,5949.16650390625,5990.208984375,5972.15869140625,5953.75048828125,6297.27001953125,,,,,,,,,,,,
N  33,4004.446533203125,4178.49365234375,4099.45068359375,4091.775146484375,4074.76513671875,4271.5322265625,,,,,,,,,,,,
N  34,7841.4677734375,8224.369140625,7979.435546875,7964.9814453125,7905.02099609375,8329.66015625,,,,,,,,,,,,
N  35,3492.663818359375,3660.027587890625,3504.1044921875,3540.258544921875,3474.301025390625,3678.211181640625,,,,,,,,,,,,
