id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5179.81494140625,5285.65869140625,5542.5400390625,5757.46484375,5897.77490234375,5575.83984375,,,,,,,,,,,,
N   2,4264.44775390625,4015.13623046875,4099.39794921875,4412.09033203125,4314.02099609375,4116.0556640625,,,,,,,,,,,,
N   3,3549.905517578125,3285.25341796875,3341.435791015625,3630.31982421875,3522.95947265625,3373.166015625,,,,,,,,,,,,
N   4,4711.42431640625,4629.166015625,4764.8134765625,5004.6748046875,5010.94970703125,4783.19921875,,,,,,,,,,,,
N   5,5550.4267578125,5270.7744140625,5386.671875,5669.3076171875,5622.74462890625,5357.869140625,,,,,,,,,,,,
N   6,4184.6796875,4172.8017578125,4330.1220703125,4517.14208984375,4554.55419921875,4289.47705078125,,,,,,,,,,,,
N   7,5229.208984375,5186.32373046875,5365.96484375,5606.21484375,5647.69140625,5329.31884765625,,,,,,,,,,,,
N   8,8896.2998046875,9494.6318359375,10181.58203125,10652.4599609375,10979.0107421875,10303.5048828125,,,,,,,,,,,,
N   9,5191.39453125,4973.89013671875,5067.29931640625,5377.50390625,5302.96240234375,5068.9912109375,,,,,,,,,,,,
N  10,9915.3173828125,9977.3310546875,10435.7236328125,10924.849609375,11122.9541015625,10512.08203125,,,,,,,,,,,,
N  11,5150.65576171875,5252.626953125,5489.57373046875,5660.1611328125,5803.619140625,5484.888671875,,,,,,,,,,,,
N  12,5207.56982421875,5336.27734375,5610.18994140625,5856.638671875,5994.50732421875,5676.267578125,,,,,,,,,,,,
N  13,6214.0205078125,6272.5390625,6565.537109375,6847.6123046875,6990.447265625,6613.90234375,,,,,,,,,,,,
N  14,3921.6474609375,3797.285400390625,3855.861572265625,4003.7353515625,4010.54443359375,3859.852783203125,,,,,,,,,,,,
N  15,5477.3544921875,5531.5791015625,5777.5380859375,5989.0869140625,6113.8212890625,5764.53369140625,,,,,,,,,,,,
N  16,6003.365234375,5959.6748046875,6175.712890625,6430.8203125,6474.748046875,6100.7265625,,,,,,,,,,,,
N  17,6196.60986328125,6262.6435546875,6547.60302734375,6811.896484375,6963.7236328125,6540.263671875,,,,,,,,,,,,
N  18,9271.7353515625,9277.716796875,9597.0576171875,9924.50390625,10054.6015625,9530.115234375,,,,,,,,,,,,
N  19,5789.59765625,5803.34619140625,6053.26953125,6331.79345703125,6429.32275390625,6061.52880859375,,,,,,,,,,,,
N  20,10557.7783203125,10964.017578125,11566.2783203125,12047.9228515625,12388.8173828125,11642.724609375,,,,,,,,,,,,
N  21,9292.2998046875,9271.1015625,9639.3017578125,10100.8662109375,10205.9755859375,9661.7646484375,,,,,,,,,,,,
N  22,5233.3564453125,5361.0146484375,5605.60302734375,5768.017578125,5924.19140625,5613.08056640625,,,,,,,,,,,,
N  23,3379.14794921875,3193.10205078125,3304.8369140625,3635.27880859375,3542.28466796875,3352.4501953125,,,,,,,,,,,,
N  24,6338.6826171875,6457.7763671875,6766.9775390625,7029.3515625,7209.2109375,6803.58642578125,,,,,,,,,,,,
N  25,5030.36083984375,5076.5654296875,5297.0634765625,5488.19287109375,5599.494140625,5282.2470703125,,,,,,,,,,,,
N  26,8836.0009765625,8947.0712890625,9331.3076171875,9636.8662109375,9842.5,9309.9345703125,,,,,,,,,,,,
N  27,3392.39306640625,3478.92236328125,3655.4072265625,3812.62548828125,3898.425048828125,3703.14599609375,,,,,,,,,,,,
N  28,12206.1552734375,12611.8095703125,13271.82421875,13834.0859375,14181.251953125,13401.5263671875,,,,,,,,,,,,
N  29,3987.12060546875,3932.380126953125,4169.35400390625,4539.00048828125,4570.98095703125,4292.43701171875,,,,,,,,,,,,
N  30,5623.2744140625,5602.068359375,5811.6474609375,6054.31884765625,6108.2275390625,5767.24365234375,,,,,,,,,,,,
N  31,7100.0849609375,7192.6533203125,7532.69189453125,7826.82080078125,7995.96240234375,7575.79638671875,,,,,,,,,,,,
N  32,5587.74951171875,5709.2373046875,5979.5087890625,6165.57080078125,6334.30712890625,5968.6845703125,,,,,,,,,,,,
N  33,4051.994384765625,3982.34814453125,4087.3701171875,4235.6708984375,4265.89794921875,4070.964599609375,,,,,,,,,,,,
N  34,7933.7939453125,7644.3720703125,7813.74267578125,8278.3671875,8189.61181640625,7783.158203125,,,,,,,,,,,,
N  35,3549.905517578125,3285.25341796875,3341.435791015625,3630.31982421875,3522.95947265625,3373.166015625,,,,,,,,,,,,
N  36,3179.89697265625,3334.60986328125,3531.21875,3700.6982421875,3799.292724609375,3580.100341796875,,,,,,,,,,,,
N  37,1928.510986328125,2017.26025390625,2140.088134765625,2227.446533203125,2280.406005859375,2168.923583984375,,,,,,,,,,,,
N  38,8223.15625,8452.37890625,8897.568359375,9287.58203125,9518.2119140625,8994.470703125,,,,,,,,,,,,
N  39,3343.020263671875,3438.450927734375,3614.844482421875,3746.894287109375,3854.175537109375,3631.626708984375,,,,,,,,,,,,
N  40,2613.0791015625,2749.02734375,2917.229736328125,3056.419677734375,3131.88232421875,2950.8359375,,,,,,,,,,,,
N  41,5331.1640625,5438.15185546875,5701.95849609375,5926.62890625,6059.869140625,5752.90185546875,,,,,,,,,,,,
N  42,4002.196533203125,4113.73388671875,4321.75341796875,4482.70361328125,4602.44921875,4349.70361328125,,,,,,,,,,,,
N  43,8072.0244140625,8370.2265625,8850.708984375,9305.1201171875,9530.314453125,8988.50390625,,,,,,,,,,,,
N  44,4809.27392578125,4849.337890625,5070.08642578125,5269.3330078125,5374.24658203125,5041.4033203125,,,,,,,,,,,,
N  45,5320.12060546875,5385.65234375,5635.90283203125,5840.32421875,5970.96728515625,5632.11572265625,,,,,,,,,,,,
N  46,5492.8486328125,5523.287109375,5734.931640625,5925.74609375,6029.46044921875,5679.6611328125,,,,,,,,,,,,
N  47,4288.302734375,4119.31494140625,4247.76904296875,4553.54736328125,4493.29736328125,4298.3203125,,,,,,,,,,,,
N  48,4406.70361328125,4579.03076171875,4826.486328125,5016.251953125,5155.85205078125,4870.7578125,,,,,,,,,,,,
N  49,6341.2734375,6663.18408203125,7041.458984375,7293.46044921875,7506.58349609375,7109.015625,,,,,,,,,,,,
N  50,5342.28173828125,5276.74951171875,5454.54638671875,5714.3984375,5754.736328125,5468.74755859375,,,,,,,,,,,,
N  51,5101.95458984375,4757.95263671875,4861.392578125,5227.17578125,5126.54541015625,4859.59375,,,,,,,,,,,,
N  52,6340.2509765625,6558.67041015625,6898.87548828125,7170.7490234375,7372.64697265625,6937.642578125,,,,,,,,,,,,
N  53,7969.23046875,8100.2333984375,8483.7275390625,8825.53515625,9018.318359375,8554.849609375,,,,,,,,,,,,
N  54,6455.8603515625,6472.06640625,6719.31494140625,6966.357421875,7072.2734375,6647.3369140625,,,,,,,,,,,,
N  55,3138.3271484375,2916.34814453125,2976.20703125,3252.38720703125,3137.411376953125,2999.4306640625,,,,,,,,,,,,
N  56,5596.11962890625,5695.49169921875,5959.11279296875,6169.99267578125,6312.81103515625,5947.27685546875,,,,,,,,,,,,
N  57,3901.217529296875,3955.240966796875,4139.205078125,4297.431640625,4398.87841796875,4154.3212890625,,,,,,,,,,,,
N  58,4421.06201171875,4432.7294921875,4614.70361328125,4788.80908203125,4861.16259765625,4571.05615234375,,,,,,,,,,,,
N  59,4801.33740234375,4749.248046875,4925.57080078125,5137.3056640625,5165.0107421875,4863.60986328125,,,,,,,,,,,,
N  60,6686.732421875,6491.30859375,6696.57861328125,6968.23583984375,7017.515625,6649.08349609375,,,,,,,,,,,,
N  61,7848.36865234375,7804.15869140625,8136.42626953125,8614.84375,8690.748046875,8260.2646484375,,,,,,,,,,,,
N  62,6885.35546875,7005.08740234375,7325.96826171875,7566.97705078125,7759.7802734375,7324.5810546875,,,,,,,,,,,,
N  63,5398.48681640625,5482.32421875,5731.20263671875,5928.99658203125,6070.1162109375,5740.89990234375,,,,,,,,,,,,
N  64,2560.779541015625,2562.142822265625,2654.49072265625,2741.204833984375,2785.524658203125,2626.763671875,,,,,,,,,,,,
N  65,5058.798828125,5155.25732421875,5404.72216796875,5620.06787109375,5755.3564453125,5439.748046875,,,,,,,,,,,,
N  66,6108.5771484375,6062.791015625,6273.86865234375,6547.2109375,6586.64306640625,6248.81787109375,,,,,,,,,,,,
N  67,4377.84033203125,4303.7890625,4458.564453125,4707.0830078125,4691.8330078125,4439.6044921875,,,,,,,,,,,,
N  68,6445.82080078125,6287.49755859375,6499.12451171875,6904.68115234375,6858.595703125,6553.07275390625,,,,,,,,,,,,
N  69,4505.8037109375,4329.77978515625,4456.64208984375,4680.80419921875,4652.32958984375,4383.95703125,,,,,,,,,,,,
N  70,3701.110595703125,3697.5966796875,3838.88623046875,4002.4462890625,4051.110595703125,3812.859375,,,,,,,,,,,,
N  71,6959.40087890625,6978.736328125,7287.810546875,7619.4111328125,7780.5419921875,7344.26806640625,,,,,,,,,,,,
N  72,7601.9365234375,7571.0537109375,7862.263671875,8194.529296875,8271.369140625,7796.15380859375,,,,,,,,,,,,
N  73,6403.60400390625,6827.044921875,7309.5830078125,7659.828125,7898.85107421875,7396.3369140625,,,,,,,,,,,,
N  74,4126.8408203125,3747.2451171875,3810.15283203125,4313.1318359375,4096.333984375,3913.1416015625,,,,,,,,,,,,
N  75,6454.66259765625,6644.92236328125,6963.56005859375,7208.35107421875,7408.7509765625,7002.55322265625,,,,,,,,,,,,
N  76,3972.059326171875,4057.813232421875,4280.72412109375,4499.6552734375,4602.03271484375,4343.40869140625,,,,,,,,,,,,
N  77,4590.62109375,4659.37109375,4894.28173828125,5132.1142578125,5242.2705078125,4961.28759765625,,,,,,,,,,,,
N  78,5662.07568359375,5708.7431640625,5958.50927734375,6184.34375,6308.060546875,5950.369140625,,,,,,,,,,,,
N  79,8089.97412109375,8006.89111328125,8302.5380859375,8732.1142578125,8755.4287109375,8354.826171875,,,,,,,,,,,,
N  80,5927.1953125,5593.30322265625,5730.23193359375,6101.38037109375,5985.181640625,5673.9853515625,,,,,,,,,,,,
N  81,9204.5771484375,9283.873046875,9683.38671875,10070.732421875,10284.294921875,9647.3837890625,,,,,,,,,,,,
N  82,4083.70654296875,4124.33251953125,4276.06201171875,4405.7734375,4490.70556640625,4267.66796875,,,,,,,,,,,,
N  83,3159.337646484375,3124.885009765625,3242.68408203125,3417.891845703125,3428.6806640625,3236.310791015625,,,,,,,,,,,,
N  84,5292.14208984375,5462.3154296875,5763.896484375,6040.50390625,6183.7236328125,5812.39111328125,,,,,,,,,,,,
N  85,6567.51904296875,6557.7587890625,6820.4375,7148.67724609375,7225.54296875,6833.3701171875,,,,,,,,,,,,
N  86,7669.458984375,7847.98779296875,8205.8837890625,8454.7666015625,8678.5078125,8223.3828125,,,,,,,,,,,,
N  87,2555.4501953125,2403.949951171875,2492.41845703125,2758.44970703125,2681.650390625,2544.24267578125,,,,,,,,,,,,
N  88,3751.1318359375,3821.321044921875,4005.55859375,4163.32958984375,4269.26123046875,4030.182373046875,,,,,,,,,,,,
N  89,5536.69384765625,5555.49365234375,5781.662109375,6030.974609375,6122.7373046875,5781.38037109375,,,,,,,,,,,,
N  90,8272.82421875,8281.7353515625,8608.80859375,8956.2822265625,9086.091796875,8589.5615234375,,,,,,,,,,,,
N  91,3798.114501953125,3837.791748046875,4013.309326171875,4172.2783203125,4255.7705078125,4031.059326171875,,,,,,,,,,,,
N  92,4030.8095703125,4074.3076171875,4264.3447265625,4431.93408203125,4527.0185546875,4256.521484375,,,,,,,,,,,,
N  93,3976.64599609375,4060.700439453125,4260.87890625,4438.60205078125,4539.0400390625,4299.982421875,,,,,,,,,,,,
N  94,9805.740234375,10047.40234375,10505.9716796875,10804.5029296875,11107.501953125,10480.90625,,,,,,,,,,,,
N  95,2985.911865234375,2904.400146484375,2989.656494140625,3115.782958984375,3117.0478515625,2953.447509765625,,,,,,,,,,,,
N  96,7430.1611328125,7311.37890625,7552.5380859375,7889.83447265625,7884.45947265625,7450.841796875,,,,,,,,,,,,
N  97,4214.63330078125,4158.02587890625,4312.2236328125,4530.69873046875,4531.4794921875,4286.75537109375,,,,,,,,,,,,
N  98,2567.169189453125,2583.557861328125,2698.04443359375,2803.013671875,2856.28759765625,2692.77734375,,,,,,,,,,,,
N  99,3905.32958984375,3788.489990234375,3900.741943359375,4139.99853515625,4099.41796875,3897.566650390625,,,,,,,,,,,,
N 100,2583.84619140625,2526.373291015625,2597.533447265625,2716.4453125,2712.0869140625,2570.623779296875,,,,,,,,,,,,
N 101,5823.8349609375,5672.30859375,5845.94775390625,6145.4140625,6099.72509765625,5761.1826171875,,,,,,,,,,,,
N 102,2185.937744140625,2191.281494140625,2279.390869140625,2350.374755859375,2395.0908203125,2264.433837890625,,,,,,,,,,,,
N 103,4906.509765625,4637.9931640625,4866.99072265625,5437.17822265625,5283.89599609375,5036.287109375,,,,,,,,,,,,
N 104,4782.12646484375,4817.86474609375,5027.72021484375,5192.267578125,5296.4365234375,4996.6259765625,,,,,,,,,,,,
N 105,7428.83642578125,7370.640625,7649.037109375,8008.46923828125,8043.95166015625,7570.4970703125,,,,,,,,,,,,
N 106,4967.45703125,4917.74658203125,5071.232421875,5260.51513671875,5308.96826171875,5010.78076171875,,,,,,,,,,,,
N 107,1341.94970703125,1254.1385498046875,1499.663330078125,1695.371826171875,1586.4136962890625,1423.49267578125,,,,,,,,,,,,
N 108,5542.42529296875,5478.15087890625,5669.79052734375,5937.7529296875,5969.18505859375,5653.63525390625,,,,,,,,,,,,
N 109,3684.543701171875,3289.035888671875,3371.8046875,3791.275390625,3621.928955078125,3403.172119140625,,,,,,,,,,,,
N 110,5084.55810546875,5125.3427734375,5360.96875,5602.830078125,5712.9912109375,5388.76025390625,,,,,,,,,,,,
N 111,8520.1455078125,8371.5361328125,8645.279296875,9091.595703125,9101.080078125,8563.779296875,,,,,,,,,,,,
N 112,8042.150390625,8198.2666015625,8601.638671875,8917.91015625,9153.7607421875,8629.6767578125,,,,,,,,,,,,
N 113,26748.0625,29025.380859375,31247.59375,32524.24609375,33531.59765625,31572.666015625,,,,,,,,,,,,
N 114,4102.38623046875,4291.61474609375,4529.94091796875,4684.9697265625,4823.19091796875,4560.154296875,,,,,,,,,,,,
N 115,2623.882568359375,2707.727294921875,2852.89892578125,2979.122314453125,3051.619384765625,2886.27783203125,,,,,,,,,,,,
N 116,5004.85107421875,4867.8759765625,5031.89501953125,5356.5751953125,5347.966796875,5071.09912109375,,,,,,,,,,,,
N 117,8982.224609375,9223.9228515625,9675.837890625,9987.142578125,10274.5458984375,9711.0859375,,,,,,,,,,,,
N 118,7843.8154296875,7640.72021484375,7900.271484375,8203.5908203125,8284.9658203125,8009.26513671875,,,,,,,,,,,,
N 119,6993.6162109375,6915.62109375,7121.7041015625,7422.59130859375,7467.54296875,7034.3857421875,,,,,,,,,,,,
N 120,7046.5009765625,7409.11083984375,7846.06005859375,8158.6767578125,8402.263671875,7929.48779296875,,,,,,,,,,,,
N 121,2957.71826171875,2937.531494140625,3038.7177734375,3152.181884765625,3189.73388671875,2999.93310546875,,,,,,,,,,,,
N 122,8282.2509765625,8362.083984375,8787.9619140625,9219.8525390625,9420.9150390625,8880.1171875,,,,,,,,,,,,
N 123,5316.89501953125,5243.00927734375,5449.8544921875,5728.25927734375,5745.46240234375,5518.97265625,,,,,,,,,,,,
N 124,5765.38427734375,5896.3955078125,6240.0302734375,6509.30419921875,6681.09033203125,6267.52197265625,,,,,,,,,,,,
N 125,4416.52783203125,4333.12646484375,4504.76513671875,4761.5849609375,4759.89990234375,4447.2138671875,,,,,,,,,,,,
N 126,4020.23779296875,4072.361572265625,4275.212890625,4456.85693359375,4557.63671875,4281.056640625,,,,,,,,,,,,
N 127,9034.162109375,9280.982421875,9746.470703125,10051.80859375,10278.169921875,9722.38671875,,,,,,,,,,,,
N 128,8689.8779296875,8949.564453125,9372.4560546875,9631.232421875,9906.1103515625,9391.33203125,,,,,,,,,,,,
N 129,6284.68505859375,6177.48486328125,6379.3984375,6601.7685546875,6665.38671875,6348.21484375,,,,,,,,,,,,
