id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5448.984375,5859.7138671875,6040.47607421875,6170.24169921875,5904.3994140625,5915.85009765625,,,,,,,,,,,,
N   2,4277.59375,4379.45654296875,4200.2236328125,4318.146484375,3977.356689453125,4109.40478515625,,,,,,,,,,,,
N   3,3553.152099609375,3650.863037109375,3467.347412109375,3573.67578125,3249.098388671875,3361.4912109375,,,,,,,,,,,,
N   4,4817.98779296875,5061.36962890625,5044.26806640625,5214.52392578125,4856.251953125,5001.494140625,,,,,,,,,,,,
N   5,5425.7109375,5504.2412109375,5327.79345703125,5373.39990234375,4956.2373046875,5106.03173828125,,,,,,,,,,,,
N   6,4191.3974609375,4412.73779296875,4382.234375,4514.09814453125,4241.49365234375,4371.48828125,,,,,,,,,,,,
N   7,5226.7724609375,5463.03662109375,5401.263671875,5529.79248046875,5216.947265625,5371.05908203125,,,,,,,,,,,,
N   8,10004.482421875,11205.41015625,11696.6611328125,11688.9599609375,11378.6484375,11133.5205078125,,,,,,,,,,,,
N   9,5244.9990234375,5442.1826171875,5319.55859375,5434.9267578125,5000.98046875,5159.19091796875,,,,,,,,,,,,
N  10,10367.828125,11072.544921875,11326.3408203125,11600.8955078125,11057.0439453125,11159.232421875,,,,,,,,,,,,
N  11,5315.361328125,5659.0595703125,5801.7353515625,5951.63818359375,5682.26513671875,5712.7158203125,,,,,,,,,,,,
N  12,5594.0244140625,6092.4462890625,6296.7958984375,6392.3935546875,6145.73388671875,6122.208984375,,,,,,,,,,,,
N  13,6502.375,6947.14404296875,7111.671875,7286.578125,6957.2568359375,7002.7783203125,,,,,,,,,,,,
N  14,3854.349609375,3950.07861328125,3871.383544921875,3922.03955078125,3677.442138671875,3747.281494140625,,,,,,,,,,,,
N  15,5605.8701171875,5942.14501953125,6049.12646484375,6233.8388671875,5916.45947265625,5999.65380859375,,,,,,,,,,,,
N  16,5973.48681640625,6240.2841796875,6179.189453125,6332.22021484375,5943.4716796875,6129.9638671875,,,,,,,,,,,,
N  17,6357.2060546875,6759.14453125,6869.08203125,7028.90380859375,6666.52001953125,6775.826171875,,,,,,,,,,,,
N  18,9342.783203125,9800.53125,9796.19140625,10089.1904296875,9563.4345703125,9750.5068359375,,,,,,,,,,,,
N  19,5947.3046875,6302.80029296875,6385.9150390625,6576.943359375,6221.4306640625,6342.44091796875,,,,,,,,,,,,
N  20,11326.6298828125,12407.69140625,12916.3505859375,13039.5859375,12563.8662109375,12448.466796875,,,,,,,,,,,,
N  21,9549.4736328125,10117.4150390625,10189.08984375,10525.642578125,9931.158203125,10153.2744140625,,,,,,,,,,,,
N  22,5406.6611328125,5779.24853515625,5928.92626953125,6079.4677734375,5829.58740234375,5839.884765625,,,,,,,,,,,,
N  23,3493.003662109375,3573.9921875,3467.4462890625,3558.440673828125,3300.04345703125,3386.794921875,,,,,,,,,,,,
N  24,6633.142578125,7139.27880859375,7338.5048828125,7492.1787109375,7174.18115234375,7180.5576171875,,,,,,,,,,,,
N  25,5145.42138671875,5446.36572265625,5534.23095703125,5705.38037109375,5411.24609375,5493.27783203125,,,,,,,,,,,,
N  26,9044.14453125,9581.033203125,9759.5478515625,10056.3720703125,9567.416015625,9676.162109375,,,,,,,,,,,,
N  27,3653.431396484375,3970.555419921875,4105.7587890625,4168.51611328125,4007.199951171875,3994.08837890625,,,,,,,,,,,,
N  28,13167.822265625,14403.380859375,14938.6826171875,15104.6005859375,14549.177734375,14438.6005859375,,,,,,,,,,,,
N  29,4331.46142578125,4722.314453125,4884.865234375,4906.8740234375,4670.8798828125,4708.27783203125,,,,,,,,,,,,
N  30,5662.47119140625,5929.849609375,5907.7529296875,6106.68798828125,5736.1015625,5897.40087890625,,,,,,,,,,,,
N  31,7423.02197265625,7932.849609375,8129.5009765625,8345.201171875,7963.748046875,8015.27392578125,,,,,,,,,,,,
N  32,5761.77490234375,6155.896484375,6313.36279296875,6463.29150390625,6180.59375,6204.60400390625,,,,,,,,,,,,
N  33,4032.508544921875,4163.37060546875,4119.92822265625,4241.4814453125,3995.109619140625,4067.985107421875,,,,,,,,,,,,
N  34,7910.77099609375,8140.89697265625,7909.91845703125,8105.4033203125,7557.880859375,7797.26171875,,,,,,,,,,,,
N  35,3553.152099609375,3650.863037109375,3467.347412109375,3573.67578125,3249.098388671875,3361.4912109375,,,,,,,,,,,,
N  36,3541.33642578125,3923.711669921875,4100.76220703125,4103.2275390625,3966.93017578125,3906.224609375,,,,,,,,,,,,
N  37,2106.538818359375,2303.84912109375,2393.0283203125,2412.603271484375,2330.98779296875,2313.37451171875,,,,,,,,,,,,
N  38,8867.78515625,9677.2333984375,10037.62109375,10169.4384765625,9775.3193359375,9720.646484375,,,,,,,,,,,,
N  39,3521.179443359375,3812.25048828125,3949.12939453125,4015.80712890625,3856.031494140625,3844.78369140625,,,,,,,,,,,,
N  40,2916.625,3238.835205078125,3385.22412109375,3383.18896484375,3277.271484375,3221.310791015625,,,,,,,,,,,,
N  41,5630.927734375,6053.236328125,6221.171875,6370.2451171875,6091.64990234375,6113.11328125,,,,,,,,,,,,
N  42,4247.11376953125,4592.181640625,4754.2041015625,4837.85009765625,4642.35693359375,4631.69091796875,,,,,,,,,,,,
N  43,8947.71875,9885.1513671875,10309.6796875,10350.298828125,10005.0966796875,9870.86328125,,,,,,,,,,,,
N  44,4879.83740234375,5180.4990234375,5244.86328125,5383.30615234375,5098.10205078125,5204.66455078125,,,,,,,,,,,,
N  45,5476.77685546875,5818.38623046875,5947.70263671875,6126.0283203125,5811.0615234375,5884.75537109375,,,,,,,,,,,,
N  46,5534.96435546875,5825.90576171875,5849.025390625,5997.93212890625,5677.43505859375,5795.3310546875,,,,,,,,,,,,
N  47,4393.94873046875,4539.3984375,4412.20654296875,4567.7958984375,4272.4931640625,4408.70947265625,,,,,,,,,,,,
N  48,4748.87451171875,5185.9453125,5386.39453125,5451.29443359375,5256.25537109375,5209.73876953125,,,,,,,,,,,,
N  49,6851.70849609375,7484.69677734375,7783.05517578125,7860.25244140625,7584.2861328125,7506.96240234375,,,,,,,,,,,,
N  50,5449.30908203125,5719.12939453125,5706.0576171875,5912.2490234375,5563.4189453125,5684.142578125,,,,,,,,,,,,
N  51,5060.48291015625,5134.2783203125,4924.8759765625,4916.724609375,4534.9970703125,4693.6767578125,,,,,,,,,,,,
N  52,6772.55712890625,7378.89794921875,7666.341796875,7752.22705078125,7467.068359375,7401.04345703125,,,,,,,,,,,,
N  53,8395.47265625,9002.7783203125,9233.1357421875,9465.17578125,9046.015625,9091.2236328125,,,,,,,,,,,,
N  54,6518.73974609375,6835.4541015625,6834.45556640625,7023.2353515625,6569.45458984375,6731.4931640625,,,,,,,,,,,,
N  55,3165.5732421875,3255.5771484375,3092.532470703125,3188.918701171875,2893.126953125,2977.746337890625,,,,,,,,,,,,
N  56,5745.37109375,6157.7099609375,6273.83642578125,6427.251953125,6131.22509765625,6155.43701171875,,,,,,,,,,,,
N  57,4054.130615234375,4337.4404296875,4443.2744140625,4547.57421875,4345.09423828125,4375.0615234375,,,,,,,,,,,,
N  58,4444.91259765625,4679.77685546875,4694.609375,4843.25537109375,4557.88818359375,4673.22705078125,,,,,,,,,,,,
N  59,4778.4765625,4981.2841796875,4928.8037109375,5065.384765625,4740.7099609375,4894.83837890625,,,,,,,,,,,,
N  60,6551.4736328125,6749.87890625,6605.69140625,6700.36083984375,6202.72216796875,6404.49658203125,,,,,,,,,,,,
N  61,8289.0634765625,8849.0126953125,8993.3154296875,9236.1748046875,8762.5361328125,8908.85546875,,,,,,,,,,,,
N  62,7062.71533203125,7552.72265625,7700.35302734375,7925.3623046875,7554.20654296875,7609.1484375,,,,,,,,,,,,
N  63,5554.0751953125,5930.8291015625,6058.54833984375,6228.61328125,5949.55859375,5990.68408203125,,,,,,,,,,,,
N  64,2561.006103515625,2677.82470703125,2670.07666015625,2738.362060546875,2586.19384765625,2649.3251953125,,,,,,,,,,,,
N  65,5320.47998046875,5718.33837890625,5889.73486328125,6017.1376953125,5757.7041015625,5769.95849609375,,,,,,,,,,,,
N  66,6175.88916015625,6461.58447265625,6419.3798828125,6660.9716796875,6268.787109375,6443.94140625,,,,,,,,,,,,
N  67,4418.9814453125,4621.94580078125,4568.77099609375,4716.9404296875,4400.5791015625,4553.17919921875,,,,,,,,,,,,
N  68,6641.2080078125,6986.0419921875,6959.3427734375,7234.044921875,6708.95166015625,6951.25048828125,,,,,,,,,,,,
N  69,4441.1943359375,4524.60302734375,4399.65625,4434.95068359375,4087.82177734375,4242.794921875,,,,,,,,,,,,
N  70,3720.384521484375,3909.63134765625,3901.533935546875,4017.142578125,3778.99072265625,3894.3017578125,,,,,,,,,,,,
N  71,7213.50439453125,7720.11328125,7813.59912109375,8016.63525390625,7655.09619140625,7738.77587890625,,,,,,,,,,,,
N  72,7623.193359375,7985.92431640625,7954.65869140625,8202.431640625,7701.109375,7941.3369140625,,,,,,,,,,,,
N  73,7213.07080078125,8089.96044921875,8450.111328125,8431.8896484375,8211.0419921875,8021.1787109375,,,,,,,,,,,,
N  74,4257.8154296875,4640.92041015625,4341.3701171875,4512.80224609375,3978.436767578125,4060.822021484375,,,,,,,,,,,,
N  75,6834.70263671875,7359.7998046875,7605.25390625,7734.08642578125,7427.8876953125,7398.2705078125,,,,,,,,,,,,
N  76,4317.900390625,4723.44140625,4900.31396484375,4961.1669921875,4773.31640625,4741.55517578125,,,,,,,,,,,,
N  77,4933.95166015625,5346.52978515625,5520.30224609375,5609.11669921875,5381.4462890625,5369.5107421875,,,,,,,,,,,,
N  78,5801.82470703125,6144.96044921875,6246.49560546875,6437.24609375,6108.3994140625,6201.6484375,,,,,,,,,,,,
N  79,8379.9580078125,8816.7939453125,8876.2451171875,9216.91796875,8635.42578125,8844.2392578125,,,,,,,,,,,,
N  80,5851.77734375,5938.75341796875,5719.2900390625,5762.90478515625,5308.6025390625,5521.85498046875,,,,,,,,,,,,
N  81,9376.439453125,9909.3486328125,10026.1708984375,10257.46484375,9698.4541015625,9916.603515625,,,,,,,,,,,,
N  82,4170.50048828125,4391.73828125,4441.4912109375,4583.2177734375,4369.46240234375,4414.8671875,,,,,,,,,,,,
N  83,3195.674072265625,3361.355712890625,3337.64990234375,3443.461181640625,3225.7666015625,3332.07275390625,,,,,,,,,,,,
N  84,5757.595703125,6326.76611328125,6597.1103515625,6637.9365234375,6390.66259765625,6319.6142578125,,,,,,,,,,,,
N  85,6754.0908203125,7159.4599609375,7220.26904296875,7445.92724609375,7021.53125,7180.82763671875,,,,,,,,,,,,
N  86,7945.353515625,8496.2607421875,8730.7822265625,8945.4619140625,8572.76171875,8598.69140625,,,,,,,,,,,,
N  87,2661.65966796875,2740.172607421875,2644.770263671875,2721.98095703125,2527.27880859375,2589.6396484375,,,,,,,,,,,,
N  88,3927.531494140625,4227.9716796875,4345.3564453125,4438.73388671875,4251.9306640625,4258.314453125,,,,,,,,,,,,
N  89,5673.46240234375,6002.1630859375,6063.025390625,6250.21240234375,5903.21923828125,6031.60888671875,,,,,,,,,,,,
N  90,8427.4365234375,8868.5830078125,8924.2607421875,9238.451171875,8717.8203125,8908.04296875,,,,,,,,,,,,
N  91,3952.65771484375,4215.052734375,4309.81640625,4421.83544921875,4224.0751953125,4253.4375,,,,,,,,,,,,
N  92,4153.31982421875,4402.94091796875,4500.14990234375,4623.77392578125,4382.46484375,4441.6923828125,,,,,,,,,,,,
