id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,4907.59375,5512.03271484375,5767.3134765625,6069.07421875,6051.66015625,6126.56103515625,,,,,,,,,,,,
N   2,3939.5576171875,4096.36083984375,4171.88818359375,4403.51123046875,4448.005859375,4558.38330078125,,,,,,,,,,,,
N   3,3237.027587890625,3381.078369140625,3434.949462890625,3661.279541015625,3672.592041015625,3785.797119140625,,,,,,,,,,,,
N   4,4422.7705078125,4846.87158203125,5002.5791015625,5285.5419921875,5265.22216796875,5352.466796875,,,,,,,,,,,,
N   5,5138.78955078125,5123.1396484375,5269.7373046875,5496.869140625,5524.4404296875,5594.74072265625,,,,,,,,,,,,
N   6,3995.51611328125,4218.7890625,4377.29296875,4551.64013671875,4607.31884765625,4611.9462890625,,,,,,,,,,,,
N   7,4997.49853515625,5214.158203125,5394.54638671875,5580.58203125,5670.78369140625,5703.61376953125,,,,,,,,,,,,
N   8,8234.22265625,9913.8203125,10492.7099609375,11152.541015625,10955.8115234375,11211.2021484375,,,,,,,,,,,,
N   9,4761.4619140625,5161.99853515625,5286.47509765625,5614.84326171875,5552.0244140625,5695.6220703125,,,,,,,,,,,,
N  10,9412.107421875,10482.9912109375,10911.556640625,11505.798828125,11496.4560546875,11671.240234375,,,,,,,,,,,,
N  11,4914.18408203125,5381.68603515625,5628.26416015625,5887.05078125,5894.15283203125,5905.63232421875,,,,,,,,,,,,
N  12,4881.5947265625,5620.41796875,5897.0791015625,6240.95947265625,6178.4619140625,6313.01513671875,,,,,,,,,,,,
N  13,5909.44140625,6569.27197265625,6842.1875,7195.6923828125,7193.8271484375,7287.82373046875,,,,,,,,,,,,
N  14,3668.2470703125,3737.687255859375,3856.7412109375,3993.979736328125,4017.03369140625,4029.36474609375,,,,,,,,,,,,
N  15,5237.56396484375,5691.35205078125,5933.04736328125,6200.861328125,6233.55322265625,6253.802734375,,,,,,,,,,,,
N  16,5712.54443359375,5972.1171875,6176.82421875,6402.64501953125,6503.38134765625,6491.751953125,,,,,,,,,,,,
N  17,5907.94091796875,6429.34130859375,6701.302734375,6982.7578125,7042.703125,7085.30859375,,,,,,,,,,,,
N  18,8875.6357421875,9401.3896484375,9743.7431640625,10119.775390625,10234.443359375,10212.9462890625,,,,,,,,,,,,
N  19,5502.69482421875,6030.92333984375,6259.1171875,6575.81005859375,6594.9580078125,6674.90283203125,,,,,,,,,,,,
N  20,9891.6435546875,11382.69140625,11989.9150390625,12648.5478515625,12542.23046875,12762.2509765625,,,,,,,,,,,,
N  21,8804.642578125,9675.5849609375,10039.6318359375,10572.896484375,10607.390625,10730.54296875,,,,,,,,,,,,
N  22,4984.63720703125,5466.98095703125,5724.57177734375,5988.42919921875,5984.404296875,5999.0166015625,,,,,,,,,,,,
N  23,3189.490478515625,3329.904296875,3423.654541015625,3620.493408203125,3652.44921875,3814.9443359375,,,,,,,,,,,,
N  24,6023.10498046875,6703.3193359375,7008.4072265625,7363.70703125,7354.49755859375,7432.9501953125,,,,,,,,,,,,
