id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5257.5673828125,5614.28759765625,5700.703125,6031.42822265625,5778.484375,6007.4521484375,,,,,,,,,,,,
N   2,4201.27197265625,4252.294921875,4135.25341796875,4360.390625,4470.3125,4317.7421875,,,,,,,,,,,,
N   3,3490.103271484375,3535.68505859375,3399.974609375,3588.240966796875,3705.2783203125,3547.504638671875,,,,,,,,,,,,
N   4,4741.94970703125,4940.65185546875,4923.5361328125,5186.49951171875,5138.400390625,5192.46240234375,,,,,,,,,,,,
N   5,5468.82275390625,5485.49609375,5229.38330078125,5475.494140625,5599.1689453125,5483.00048828125,,,,,,,,,,,,
N   6,4185.5048828125,4345.82470703125,4337.7783203125,4565.8232421875,4518.72802734375,4558.62109375,,,,,,,,,,,,
N   7,5198.31298828125,5371.27880859375,5368.67724609375,5630.02587890625,5617.0224609375,5647.05322265625,,,,,,,,,,,,
N   8,9048.8076171875,9900.171875,10127.3955078125,10847.9521484375,10152.3291015625,10740.45703125,,,,,,,,,,,,
N   9,5187.18701171875,5330.5654296875,5191.2802734375,5459.8994140625,5501.31640625,5428.77392578125,,,,,,,,,,,,
N  10,10074.2099609375,10700.1171875,10817.408203125,11500.361328125,11126.3349609375,11397.4228515625,,,,,,,,,,,,
N  11,5217.1123046875,5498.31982421875,5573.22705078125,5838.673828125,5629.75390625,5861.2880859375,,,,,,,,,,,,
N  12,5288.259765625,5692.12646484375,5792.30419921875,6174.35302734375,5860.78369140625,6132.50048828125,,,,,,,,,,,,
N  13,6317.9345703125,6712.3671875,6797.25048828125,7197.6142578125,6955.35546875,7158.09814453125,,,,,,,,,,,,
N  14,3900.58642578125,3924.749755859375,3822.418701171875,3955.397216796875,3965.012451171875,3987.906982421875,,,,,,,,,,,,
N  15,5538.396484375,5829.61669921875,5877.62841796875,6194.0869140625,6014.92431640625,6192.5615234375,,,,,,,,,,,,
N  16,5963.70556640625,6160.81640625,6145.9521484375,6439.1708984375,6427.2890625,6447.05224609375,,,,,,,,,,,,
N  17,6267.87841796875,6622.423828125,6691.935546875,7048.6611328125,6872.64697265625,7050.86474609375,,,,,,,,,,,,
N  18,9311.720703125,9642.2802734375,9658.7529296875,10098.1826171875,9951.02734375,10160.3955078125,,,,,,,,,,,,
N  19,5848.9384765625,6163.95654296875,6197.95458984375,6584.6162109375,6423.146484375,6537.908203125,,,,,,,,,,,,
N  20,10697.806640625,11537.1083984375,11793.716796875,12510.1083984375,11822.7783203125,12409.927734375,,,,,,,,,,,,
N  21,9390.9921875,9865.888671875,9879.099609375,10516.78515625,10274.6533203125,10442.5615234375,,,,,,,,,,,,
N  22,5288.490234375,5579.923828125,5660.76904296875,5924.57080078125,5700.11865234375,5952.5205078125,,,,,,,,,,,,
N  23,3380.482666015625,3463.73828125,3384.5361328125,3646.31298828125,3708.267333984375,3579.3603515625,,,,,,,,,,,,
N  24,6434.50048828125,6864.412109375,6971.10888671875,7354.3447265625,7069.7900390625,7329.98291015625,,,,,,,,,,,,
N  25,5083.59375,5347.4326171875,5389.77099609375,5676.484375,5517.0869140625,5679.6435546875,,,,,,,,,,,,
N  26,8936.3330078125,9379.0986328125,9468.8623046875,9932.591796875,9633.3193359375,9960.958984375,,,,,,,,,,,,
N  27,3449.60595703125,3699.2109375,3752.550537109375,3994.102294921875,3803.07373046875,3977.513916015625,,,,,,,,,,,,
N  28,12379.7509765625,13347.31640625,13579.275390625,14459.427734375,13692.533203125,14371.619140625,,,,,,,,,,,,
N  29,4072.5244140625,4414.09716796875,4517.95556640625,4934.9521484375,4798.7255859375,4737.6943359375,,,,,,,,,,,,
N  30,5629.06494140625,5843.81884765625,5846.7314453125,6144.94970703125,6073.55078125,6146.994140625,,,,,,,,,,,,
N  31,7202.37060546875,7655.54052734375,7747.35693359375,8187.0048828125,7887.0185546875,8175.38232421875,,,,,,,,,,,,
N  32,5670.0791015625,5981.4287109375,6075.6357421875,6353.873046875,6130.140625,6373.8564453125,,,,,,,,,,,,
N  33,4040.975830078125,4126.00146484375,4057.3056640625,4218.40380859375,4208.4189453125,4234.056640625,,,,,,,,,,,,
N  34,7842.3232421875,7978.05615234375,7800.45947265625,8222.962890625,8318.4365234375,8162.91552734375,,,,,,,,,,,,
