id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N   1,5203.24462890625,5616.0341796875,5959.47314453125,5509.58642578125,6227.2275390625,6105.162109375,,,,,,,,,,,,
N   2,4201.5048828125,4298.79736328125,4402.45068359375,4024.0107421875,4437.2724609375,4348.08837890625,,,,,,,,,,,,
N   3,3482.458984375,3578.880126953125,3645.5166015625,3307.88623046875,3675.093994140625,3588.682373046875,,,,,,,,,,,,
N   4,4704.33203125,4926.05126953125,5174.603515625,4804.00537109375,5335.0087890625,5261.83349609375,,,,,,,,,,,,
N   5,5437.6162109375,5606.2900390625,5554.787109375,5045.791015625,5538.30126953125,5483.927734375,,,,,,,,,,,,
N   6,4203.1005859375,4325.07763671875,4477.65234375,4200.00830078125,4599.443359375,4515.6767578125,,,,,,,,,,,,
N   7,5214.89208984375,5349.44091796875,5519.646484375,5173.0537109375,5661.82568359375,5563.50244140625,,,,,,,,,,,,
N   8,8872.443359375,10335.4580078125,11114.2666015625,9909.3486328125,11649.642578125,11378.7568359375,,,,,,,,,,,,
N   9,5143.26220703125,5323.2509765625,5499.24365234375,5050.66796875,5607.76171875,5490.224609375,,,,,,,,,,,,
N  10,9934.79296875,10598.5830078125,11239.091796875,10413.96875,11721.5703125,11505.37109375,,,,,,,,,,,,
N  11,5207.34814453125,5528.5478515625,5764.91162109375,5414.4990234375,6035.02099609375,5921.41259765625,,,,,,,,,,,,
N  12,5205.708984375,5728.0458984375,6136.1845703125,5590.80224609375,6425.9365234375,6291.2880859375,,,,,,,,,,,,
N  13,6238.1171875,6659.5615234375,7045.3857421875,6530.4169921875,7342.439453125,7217.12158203125,,,,,,,,,,,,
N  14,3889.3662109375,3987.2587890625,3968.190673828125,3692.9375,4047.339111328125,4010.271240234375,,,,,,,,,,,,
N  15,5523.79833984375,5808.1689453125,6074.67626953125,5697.2314453125,6318.48974609375,6209.77099609375,,,,,,,,,,,,
N  16,5998.20703125,6176.4169921875,6311.40673828125,5934.78564453125,6484.84033203125,6378.158203125,,,,,,,,,,,,
N  17,6214.2451171875,6533.00390625,6839.62744140625,6388.46044921875,7127.896484375,6996.30615234375,,,,,,,,,,,,
N  18,9369.77734375,9658.24609375,9933.9931640625,9374.4462890625,10295.130859375,10118.107421875,,,,,,,,,,,,
N  19,5800.72509765625,6099.3759765625,6414.3828125,5994.861328125,6673.5302734375,6563.32177734375,,,,,,,,,,,,
N  20,10532.2421875,11723.6201171875,12537.8076171875,11417.8310546875,13158.890625,12800.0341796875,,,,,,,,,,,,
N  21,9301.1923828125,9771.3505859375,10300.826171875,9621.0361328125,10687.8505859375,10530.7158203125,,,,,,,,,,,,
N  22,5278.70703125,5633.82177734375,5870.34619140625,5516.47607421875,6161.361328125,6053.685546875,,,,,,,,,,,,
N  23,3392.23046875,3408.78759765625,3645.037109375,3221.27587890625,3654.300048828125,3562.2666015625,,,,,,,,,,,,
N  24,6364.73388671875,6838.86669921875,7249.2236328125,6692.53759765625,7558.05810546875,7395.478515625,,,,,,,,,,,,
N  25,5073.5380859375,5326.47705078125,5564.8994140625,5225.67919921875,5785.50537109375,5691.89013671875,,,,,,,,,,,,
N  26,8931.982421875,9392.962890625,9777.3330078125,9204.400390625,10198.09765625,10038.9140625,,,,,,,,,,,,
N  27,3394.244140625,3742.6806640625,3972.7626953125,3633.6630859375,4166.9453125,4094.208251953125,,,,,,,,,,,,
N  28,12194.2021484375,13543.927734375,14454.6201171875,13163.30859375,15144.80859375,14797.46484375,,,,,,,,,,,,
N  29,3879.2451171875,4263.99853515625,4726.56787109375,4163.2529296875,4983.015625,4848.55810546875,,,,,,,,,,,,
N  30,5660.3916015625,5824.22265625,6021.3427734375,5676.1123046875,6228.74560546875,6128.2470703125,,,,,,,,,,,,
N  31,7130.8466796875,7629.771484375,8047.3564453125,7488.7236328125,8407.9638671875,8252.076171875,,,,,,,,,,,,
N  32,5658.40185546875,6008.4013671875,6255.32373046875,5875.330078125,6559.72705078125,6413.494140625,,,,,,,,,,,,
N  33,4043.73779296875,4152.52294921875,4192.02294921875,3940.759033203125,4333.9228515625,4277.50830078125,,,,,,,,,,,,
N  34,7835.7646484375,8014.34814453125,8218.5576171875,7604.859375,8317.421875,8156.9052734375,,,,,,,,,,,,
N  35,3482.458984375,3578.880126953125,3645.5166015625,3307.88623046875,3675.093994140625,3588.682373046875,,,,,,,,,,,,
N  36,3173.97509765625,3618.098876953125,3921.31396484375,3481.7236328125,4113.607421875,4004.24609375,,,,,,,,,,,,
N  37,1934.6986083984375,2165.012939453125,2303.369384765625,2092.567626953125,2410.086669921875,2380.576171875,,,,,,,,,,,,
N  38,8215.814453125,9080.0,9754.576171875,8854.1298828125,10222.333984375,9985.11328125,,,,,,,,,,,,
N  39,3348.85693359375,3650.076416015625,3873.43896484375,3571.8203125,4055.757568359375,3962.216796875,,,,,,,,,,,,
N  40,2610.641845703125,2995.865478515625,3223.037841796875,2873.18994140625,3380.712890625,3289.162109375,,,,,,,,,,,,
N  41,5343.615234375,5782.86962890625,6164.5498046875,5684.85498046875,6443.53564453125,6330.3564453125,,,,,,,,,,,,
N  42,4011.833740234375,4379.39599609375,4653.97119140625,4285.24365234375,4872.1357421875,4771.8642578125,,,,,,,,,,,,
N  43,8051.302734375,9118.978515625,9848.158203125,8784.9599609375,10339.9697265625,10069.09375,,,,,,,,,,,,
N  44,4825.46044921875,5042.17919921875,5249.6015625,4924.40625,5459.02001953125,5366.58447265625,,,,,,,,,,,,
N  45,5366.82861328125,5677.38134765625,5958.693359375,5578.646484375,6210.0869140625,6107.06005859375,,,,,,,,,,,,
N  46,5548.76806640625,5749.2099609375,5876.29638671875,5564.39453125,6121.5244140625,6015.88330078125,,,,,,,,,,,,
N  47,4293.390625,4392.40087890625,4595.2490234375,4232.400390625,4684.27587890625,4630.2001953125,,,,,,,,,,,,
N  48,4409.533203125,4897.8095703125,5218.4990234375,4759.4677734375,5473.04833984375,5353.162109375,,,,,,,,,,,,
N  49,6361.9814453125,7105.431640625,7521.49658203125,6873.400390625,7893.1513671875,7743.08154296875,,,,,,,,,,,,
N  50,5340.1015625,5590.20947265625,5848.39990234375,5451.23388671875,6044.763671875,5959.91455078125,,,,,,,,,,,,
N  51,5013.02783203125,5207.95068359375,5252.88134765625,4774.68701171875,5232.4794921875,5169.29638671875,,,,,,,,,,,,
N  52,6345.9482421875,6995.5791015625,7448.1181640625,6814.130859375,7810.6826171875,7603.39794921875,,,,,,,,,,,,
N  53,7991.79931640625,8617.8662109375,9183.1376953125,8473.9140625,9576.54296875,9413.68359375,,,,,,,,,,,,
N  54,6467.25830078125,6683.57080078125,6882.2626953125,6444.32470703125,7155.0654296875,6982.32568359375,,,,,,,,,,,,
N  55,3112.479736328125,3148.415771484375,3247.52490234375,2917.51904296875,3250.197998046875,3165.773681640625,,,,,,,,,,,,
N  56,5631.3701171875,5978.8525390625,6263.90478515625,5839.07373046875,6532.7607421875,6370.27880859375,,,,,,,,,,,,
